date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:21:59	322791/322791	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jun%202018%2009:51:58%20GMT	https://www.sciencedirect.com/journal/biological-conservation/vol/219/suppl/C	www.sciencedirect.com/journal/biological-conservation/vol/219/suppl/C.html	(from https://www.sciencedirect.com/journal/biological-conservation/issues)
15:22:00	448570/448570	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jun%202018%2009:52:00%20GMT	https://www.sciencedirect.com/journal/biological-conservation/vol/218/suppl/C	www.sciencedirect.com/journal/biological-conservation/vol/218/suppl/C.html	(from https://www.sciencedirect.com/journal/biological-conservation/issues)
15:22:01	530985/530985	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jun%202018%2009:52:00%20GMT	https://www.sciencedirect.com/journal/biological-conservation/vol/217/suppl/C	www.sciencedirect.com/journal/biological-conservation/vol/217/suppl/C.html	(from https://www.sciencedirect.com/journal/biological-conservation/issues)
15:22:01	192028/192028	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jun%202018%2009:52:01%20GMT	https://www.sciencedirect.com/journal/biological-conservation/vol/213/part/PB	www.sciencedirect.com/journal/biological-conservation/vol/213/part/PB.html	(from https://www.sciencedirect.com/journal/biological-conservation/special-issues)
15:22:02	184998/184998	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jun%202018%2009:52:02%20GMT	https://www.sciencedirect.com/journal/biological-conservation/vol/212/part/PB	www.sciencedirect.com/journal/biological-conservation/vol/212/part/PB.html	(from https://www.sciencedirect.com/journal/biological-conservation/special-issues)
15:22:04	166306/166306	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jun%202018%2009:52:03%20GMT	https://www.sciencedirect.com/journal/biological-conservation/vol/211/part/PB	www.sciencedirect.com/journal/biological-conservation/vol/211/part/PB.html	(from https://www.sciencedirect.com/journal/biological-conservation/special-issues)
15:22:05	175663/175663	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jun%202018%2009:52:04%20GMT	https://www.sciencedirect.com/journal/biological-conservation/vol/210/part/PB	www.sciencedirect.com/journal/biological-conservation/vol/210/part/PB.html	(from https://www.sciencedirect.com/journal/biological-conservation/special-issues)
15:22:06	265665/265665	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jun%202018%2009:52:05%20GMT	https://www.sciencedirect.com/journal/biological-conservation/vol/208/suppl/C	www.sciencedirect.com/journal/biological-conservation/vol/208/suppl/C.html	(from https://www.sciencedirect.com/journal/biological-conservation/special-issues)
15:22:06	200607/200607	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jun%202018%2009:52:06%20GMT	https://www.sciencedirect.com/journal/biological-conservation/vol/204/part/PA	www.sciencedirect.com/journal/biological-conservation/vol/204/part/PA.html	(from https://www.sciencedirect.com/journal/biological-conservation/special-issues)
15:22:07	153793/153793	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jun%202018%2009:52:07%20GMT	https://www.sciencedirect.com/journal/biological-conservation/vol/189/suppl/C	www.sciencedirect.com/journal/biological-conservation/vol/189/suppl/C.html	(from https://www.sciencedirect.com/journal/biological-conservation/special-issues)
15:22:08	173263/173263	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jun%202018%2009:52:08%20GMT	https://www.sciencedirect.com/journal/biological-conservation/vol/188/suppl/C	www.sciencedirect.com/journal/biological-conservation/vol/188/suppl/C.html	(from https://www.sciencedirect.com/journal/biological-conservation/special-issues)
15:22:09	144063/144063	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jun%202018%2009:52:09%20GMT	https://www.sciencedirect.com/journal/biological-conservation/vol/185/suppl/C	www.sciencedirect.com/journal/biological-conservation/vol/185/suppl/C.html	(from https://www.sciencedirect.com/journal/biological-conservation/special-issues)
15:22:10	163829/163829	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jun%202018%2009:52:10%20GMT	https://www.sciencedirect.com/journal/biological-conservation/vol/183/suppl/C	www.sciencedirect.com/journal/biological-conservation/vol/183/suppl/C.html	(from https://www.sciencedirect.com/journal/biological-conservation/special-issues)
15:22:12	182485/182485	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jun%202018%2009:52:11%20GMT	https://www.sciencedirect.com/journal/biological-conservation/vol/163/suppl/C	www.sciencedirect.com/journal/biological-conservation/vol/163/suppl/C.html	(from https://www.sciencedirect.com/journal/biological-conservation/special-issues)
15:22:12	206800/206800	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jun%202018%2009:52:12%20GMT	https://www.sciencedirect.com/journal/biological-conservation/vol/156/suppl/C	www.sciencedirect.com/journal/biological-conservation/vol/156/suppl/C.html	(from https://www.sciencedirect.com/journal/biological-conservation/special-issues)
15:22:13	112749/112749	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jun%202018%2009:52:13%20GMT	https://www.sciencedirect.com/journal/biological-conservation/vol/154/suppl/C	www.sciencedirect.com/journal/biological-conservation/vol/154/suppl/C.html	(from https://www.sciencedirect.com/journal/biological-conservation/special-issues)
15:22:14	193669/193669	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jun%202018%2009:52:14%20GMT	https://www.sciencedirect.com/journal/biological-conservation/vol/151/issue/1	www.sciencedirect.com/journal/biological-conservation/vol/151/issue/1.html	(from https://www.sciencedirect.com/journal/biological-conservation/special-issues)
15:22:16	671346/671346	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Jun%202018%2009:52:16%20GMT	https://www.sciencedirect.com/journal/biological-conservation/vol/144/issue/5	www.sciencedirect.com/journal/biological-conservation/vol/144/issue/5.html	(from https://www.sciencedirect.com/journal/biological-conservation/special-issues)
15:22:16	133906/133906	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jun%202018%2009:52:16%20GMT	https://www.sciencedirect.com/journal/biological-conservation/vol/144/issue/4	www.sciencedirect.com/journal/biological-conservation/vol/144/issue/4.html	(from https://www.sciencedirect.com/journal/biological-conservation/special-issues)
15:22:17	289554/289554	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jun%202018%2009:52:17%20GMT	https://www.sciencedirect.com/journal/biological-conservation/vol/144/issue/3	www.sciencedirect.com/journal/biological-conservation/vol/144/issue/3.html	(from https://www.sciencedirect.com/journal/biological-conservation/special-issues)
15:22:18	151148/151148	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jun%202018%2009:52:18%20GMT	https://www.sciencedirect.com/journal/biological-conservation/vol/143/issue/12	www.sciencedirect.com/journal/biological-conservation/vol/143/issue/12.html	(from https://www.sciencedirect.com/journal/biological-conservation/special-issues)
15:22:19	197581/197581	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jun%202018%2009:52:19%20GMT	https://www.sciencedirect.com/journal/biological-conservation/vol/143/issue/10	www.sciencedirect.com/journal/biological-conservation/vol/143/issue/10.html	(from https://www.sciencedirect.com/journal/biological-conservation/special-issues)
15:22:21	332973/332973	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jun%202018%2009:52:20%20GMT	https://www.sciencedirect.com/journal/biological-conservation/vol/143/issue/7	www.sciencedirect.com/journal/biological-conservation/vol/143/issue/7.html	(from https://www.sciencedirect.com/journal/biological-conservation/special-issues)
15:22:21	157709/157709	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jun%202018%2009:52:21%20GMT	https://www.sciencedirect.com/journal/biological-conservation/vol/142/issue/9	www.sciencedirect.com/journal/biological-conservation/vol/142/issue/9.html	(from https://www.sciencedirect.com/journal/biological-conservation/special-issues)
15:22:22	157832/157832	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jun%202018%2009:52:22%20GMT	https://www.sciencedirect.com/journal/biological-conservation/vol/142/issue/6	www.sciencedirect.com/journal/biological-conservation/vol/142/issue/6.html	(from https://www.sciencedirect.com/journal/biological-conservation/special-issues)
15:22:23	183472/183472	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jun%202018%2009:52:23%20GMT	https://www.sciencedirect.com/journal/biological-conservation/vol/137/issue/4	www.sciencedirect.com/journal/biological-conservation/vol/137/issue/4.html	(from https://www.sciencedirect.com/journal/biological-conservation/special-issues)
15:22:24	191092/191092	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jun%202018%2009:52:24%20GMT	https://www.sciencedirect.com/journal/biological-conservation/vol/136/issue/1	www.sciencedirect.com/journal/biological-conservation/vol/136/issue/1.html	(from https://www.sciencedirect.com/journal/biological-conservation/special-issues)
15:22:25	194045/194045	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jun%202018%2009:52:25%20GMT	https://www.sciencedirect.com/journal/biological-conservation/vol/135/issue/3	www.sciencedirect.com/journal/biological-conservation/vol/135/issue/3.html	(from https://www.sciencedirect.com/journal/biological-conservation/special-issues)
15:22:26	150167/150167	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jun%202018%2009:52:26%20GMT	https://www.sciencedirect.com/journal/biological-conservation/vol/134/issue/2	www.sciencedirect.com/journal/biological-conservation/vol/134/issue/2.html	(from https://www.sciencedirect.com/journal/biological-conservation/special-issues)
15:22:27	182789/182789	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jun%202018%2009:52:27%20GMT	https://www.sciencedirect.com/journal/biological-conservation/vol/131/issue/2	www.sciencedirect.com/journal/biological-conservation/vol/131/issue/2.html	(from https://www.sciencedirect.com/journal/biological-conservation/special-issues)
15:22:28	153200/153200	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jun%202018%2009:52:28%20GMT	https://www.sciencedirect.com/journal/biological-conservation/vol/127/issue/3	www.sciencedirect.com/journal/biological-conservation/vol/127/issue/3.html	(from https://www.sciencedirect.com/journal/biological-conservation/special-issues)
15:22:29	122557/122557	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jun%202018%2009:52:29%20GMT	https://www.sciencedirect.com/journal/biological-conservation/vol/113/issue/3	www.sciencedirect.com/journal/biological-conservation/vol/113/issue/3.html	(from https://www.sciencedirect.com/journal/biological-conservation/special-issues)
15:22:30	188506/188506	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jun%202018%2009:52:30%20GMT	https://www.sciencedirect.com/journal/biological-conservation/vol/112/issue/1	www.sciencedirect.com/journal/biological-conservation/vol/112/issue/1.html	(from https://www.sciencedirect.com/journal/biological-conservation/special-issues)
15:22:32	208289/208289	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jun%202018%2009:52:32%20GMT	https://www.sciencedirect.com/journal/biological-conservation/vol/216/suppl/C	www.sciencedirect.com/journal/biological-conservation/vol/216/suppl/C.html	(from https://www.sciencedirect.com/journal/biological-conservation/vol/217/suppl/C)
15:22:33	343054/343054	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jun%202018%2009:52:33%20GMT	https://www.sciencedirect.com/journal/biological-conservation/vol/213/part/PA	www.sciencedirect.com/journal/biological-conservation/vol/213/part/PA.html	(from https://www.sciencedirect.com/journal/biological-conservation/vol/213/part/PB)
15:22:34	450131/450131	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jun%202018%2009:52:34%20GMT	https://www.sciencedirect.com/journal/biological-conservation/vol/214/suppl/C	www.sciencedirect.com/journal/biological-conservation/vol/214/suppl/C.html	(from https://www.sciencedirect.com/journal/biological-conservation/vol/213/part/PB)
15:22:35	470020/470020	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jun%202018%2009:52:34%20GMT	https://www.sciencedirect.com/journal/biological-conservation/vol/212/part/PA	www.sciencedirect.com/journal/biological-conservation/vol/212/part/PA.html	(from https://www.sciencedirect.com/journal/biological-conservation/vol/212/part/PB)
15:22:36	283684/283684	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jun%202018%2009:52:35%20GMT	https://www.sciencedirect.com/journal/biological-conservation/vol/211/part/PA	www.sciencedirect.com/journal/biological-conservation/vol/211/part/PA.html	(from https://www.sciencedirect.com/journal/biological-conservation/vol/211/part/PB)
15:22:37	470001/470001	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jun%202018%2009:52:36%20GMT	https://www.sciencedirect.com/journal/biological-conservation/vol/210/part/PA	www.sciencedirect.com/journal/biological-conservation/vol/210/part/PA.html	(from https://www.sciencedirect.com/journal/biological-conservation/vol/210/part/PB)
15:22:38	191061/191061	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jun%202018%2009:52:37%20GMT	https://www.sciencedirect.com/journal/biological-conservation/vol/207/suppl/C	www.sciencedirect.com/journal/biological-conservation/vol/207/suppl/C.html	(from https://www.sciencedirect.com/journal/biological-conservation/vol/208/suppl/C)
15:22:39	656407/656407	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jun%202018%2009:52:38%20GMT	https://www.sciencedirect.com/journal/biological-conservation/vol/209/suppl/C	www.sciencedirect.com/journal/biological-conservation/vol/209/suppl/C.html	(from https://www.sciencedirect.com/journal/biological-conservation/vol/208/suppl/C)
15:22:40	429787/429787	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Jun%202018%2009:52:40%20GMT	https://www.sciencedirect.com/journal/biological-conservation/vol/203/suppl/C	www.sciencedirect.com/journal/biological-conservation/vol/203/suppl/C.html	(from https://www.sciencedirect.com/journal/biological-conservation/vol/204/part/PA)
15:22:41	417423/417423	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jun%202018%2009:52:41%20GMT	https://www.sciencedirect.com/journal/biological-conservation/vol/204/part/PB	www.sciencedirect.com/journal/biological-conservation/vol/204/part/PB.html	(from https://www.sciencedirect.com/journal/biological-conservation/vol/204/part/PA)
15:22:42	279728/279728	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jun%202018%2009:52:42%20GMT	https://www.sciencedirect.com/journal/biological-conservation/vol/190/suppl/C	www.sciencedirect.com/journal/biological-conservation/vol/190/suppl/C.html	(from https://www.sciencedirect.com/journal/biological-conservation/vol/189/suppl/C)
15:22:43	359856/359856	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jun%202018%2009:52:42%20GMT	https://www.sciencedirect.com/journal/biological-conservation/vol/187/suppl/C	www.sciencedirect.com/journal/biological-conservation/vol/187/suppl/C.html	(from https://www.sciencedirect.com/journal/biological-conservation/vol/188/suppl/C)
15:22:44	548349/548349	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jun%202018%2009:52:43%20GMT	https://www.sciencedirect.com/journal/biological-conservation/vol/184/suppl/C	www.sciencedirect.com/journal/biological-conservation/vol/184/suppl/C.html	(from https://www.sciencedirect.com/journal/biological-conservation/vol/185/suppl/C)
15:22:45	412587/412587	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jun%202018%2009:52:44%20GMT	https://www.sciencedirect.com/journal/biological-conservation/vol/186/suppl/C	www.sciencedirect.com/journal/biological-conservation/vol/186/suppl/C.html	(from https://www.sciencedirect.com/journal/biological-conservation/vol/185/suppl/C)
15:22:46	387016/387016	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jun%202018%2009:52:45%20GMT	https://www.sciencedirect.com/journal/biological-conservation/vol/182/suppl/C	www.sciencedirect.com/journal/biological-conservation/vol/182/suppl/C.html	(from https://www.sciencedirect.com/journal/biological-conservation/vol/183/suppl/C)
15:22:46	196237/196237	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jun%202018%2009:52:46%20GMT	https://www.sciencedirect.com/journal/biological-conservation/vol/162/suppl/C	www.sciencedirect.com/journal/biological-conservation/vol/162/suppl/C.html	(from https://www.sciencedirect.com/journal/biological-conservation/vol/163/suppl/C)
15:22:47	232196/232196	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jun%202018%2009:52:47%20GMT	https://www.sciencedirect.com/journal/biological-conservation/vol/164/suppl/C	www.sciencedirect.com/journal/biological-conservation/vol/164/suppl/C.html	(from https://www.sciencedirect.com/journal/biological-conservation/vol/163/suppl/C)
15:22:48	291683/291683	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jun%202018%2009:52:48%20GMT	https://www.sciencedirect.com/journal/biological-conservation/vol/155/suppl/C	www.sciencedirect.com/journal/biological-conservation/vol/155/suppl/C.html	(from https://www.sciencedirect.com/journal/biological-conservation/vol/156/suppl/C)
15:22:50	554927/554927	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Jun%202018%2009:52:49%20GMT	https://www.sciencedirect.com/journal/biological-conservation/vol/157/suppl/C	www.sciencedirect.com/journal/biological-conservation/vol/157/suppl/C.html	(from https://www.sciencedirect.com/journal/biological-conservation/vol/156/suppl/C)
15:22:51	348563/348563	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jun%202018%2009:52:50%20GMT	https://www.sciencedirect.com/journal/biological-conservation/vol/153/suppl/C	www.sciencedirect.com/journal/biological-conservation/vol/153/suppl/C.html	(from https://www.sciencedirect.com/journal/biological-conservation/vol/154/suppl/C)
15:22:52	232767/232767	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jun%202018%2009:52:51%20GMT	https://www.sciencedirect.com/journal/biological-conservation/vol/150/issue/1	www.sciencedirect.com/journal/biological-conservation/vol/150/issue/1.html	(from https://www.sciencedirect.com/journal/biological-conservation/vol/151/issue/1)
15:22:53	377167/377167	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jun%202018%2009:52:52%20GMT	https://www.sciencedirect.com/journal/biological-conservation/vol/152/suppl/C	www.sciencedirect.com/journal/biological-conservation/vol/152/suppl/C.html	(from https://www.sciencedirect.com/journal/biological-conservation/vol/151/issue/1)
15:22:54	221075/221075	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jun%202018%2009:52:53%20GMT	https://www.sciencedirect.com/journal/biological-conservation/vol/144/issue/6	www.sciencedirect.com/journal/biological-conservation/vol/144/issue/6.html	(from https://www.sciencedirect.com/journal/biological-conservation/vol/144/issue/5)
15:22:55	374479/374479	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jun%202018%2009:52:54%20GMT	https://www.sciencedirect.com/journal/biological-conservation/vol/144/issue/2	www.sciencedirect.com/journal/biological-conservation/vol/144/issue/2.html	(from https://www.sciencedirect.com/journal/biological-conservation/vol/144/issue/3)
15:22:56	503388/503388	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jun%202018%2009:52:55%20GMT	https://www.sciencedirect.com/journal/biological-conservation/vol/143/issue/11	www.sciencedirect.com/journal/biological-conservation/vol/143/issue/11.html	(from https://www.sciencedirect.com/journal/biological-conservation/vol/143/issue/12)
15:22:57	728222/728222	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Jun%202018%2009:52:57%20GMT	https://www.sciencedirect.com/journal/biological-conservation/vol/144/issue/1	www.sciencedirect.com/journal/biological-conservation/vol/144/issue/1.html	(from https://www.sciencedirect.com/journal/biological-conservation/vol/143/issue/12)
15:22:58	359337/359337	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jun%202018%2009:52:57%20GMT	https://www.sciencedirect.com/journal/biological-conservation/vol/143/issue/9	www.sciencedirect.com/journal/biological-conservation/vol/143/issue/9.html	(from https://www.sciencedirect.com/journal/biological-conservation/vol/143/issue/10)
15:22:59	301781/301781	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jun%202018%2009:52:59%20GMT	https://www.sciencedirect.com/journal/biological-conservation/vol/143/issue/6	www.sciencedirect.com/journal/biological-conservation/vol/143/issue/6.html	(from https://www.sciencedirect.com/journal/biological-conservation/vol/143/issue/7)
15:23:00	157782/157782	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jun%202018%2009:52:59%20GMT	https://www.sciencedirect.com/journal/biological-conservation/vol/143/issue/8	www.sciencedirect.com/journal/biological-conservation/vol/143/issue/8.html	(from https://www.sciencedirect.com/journal/biological-conservation/vol/143/issue/7)
15:23:01	370225/370225	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jun%202018%2009:53:00%20GMT	https://www.sciencedirect.com/journal/biological-conservation/vol/142/issue/8	www.sciencedirect.com/journal/biological-conservation/vol/142/issue/8.html	(from https://www.sciencedirect.com/journal/biological-conservation/vol/142/issue/9)
15:23:02	444105/444105	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Jun%202018%2009:53:02%20GMT	https://www.sciencedirect.com/journal/biological-conservation/vol/142/issue/10	www.sciencedirect.com/journal/biological-conservation/vol/142/issue/10.html	(from https://www.sciencedirect.com/journal/biological-conservation/vol/142/issue/9)
15:23:03	280569/280569	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jun%202018%2009:53:02%20GMT	https://www.sciencedirect.com/journal/biological-conservation/vol/142/issue/5	www.sciencedirect.com/journal/biological-conservation/vol/142/issue/5.html	(from https://www.sciencedirect.com/journal/biological-conservation/vol/142/issue/6)
15:23:04	354285/354285	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jun%202018%2009:53:03%20GMT	https://www.sciencedirect.com/journal/biological-conservation/vol/142/issue/7	www.sciencedirect.com/journal/biological-conservation/vol/142/issue/7.html	(from https://www.sciencedirect.com/journal/biological-conservation/vol/142/issue/6)
15:23:04	203681/203681	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jun%202018%2009:53:04%20GMT	https://www.sciencedirect.com/journal/biological-conservation/vol/137/issue/3	www.sciencedirect.com/journal/biological-conservation/vol/137/issue/3.html	(from https://www.sciencedirect.com/journal/biological-conservation/vol/137/issue/4)
15:23:05	287157/287157	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jun%202018%2009:53:05%20GMT	https://www.sciencedirect.com/journal/biological-conservation/vol/138/issue/1	www.sciencedirect.com/journal/biological-conservation/vol/138/issue/1.html	(from https://www.sciencedirect.com/journal/biological-conservation/vol/137/issue/4)
15:23:06	171293/171293	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jun%202018%2009:53:06%20GMT	https://www.sciencedirect.com/journal/biological-conservation/vol/135/issue/4	www.sciencedirect.com/journal/biological-conservation/vol/135/issue/4.html	(from https://www.sciencedirect.com/journal/biological-conservation/vol/136/issue/1)
15:23:07	205838/205838	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jun%202018%2009:53:07%20GMT	https://www.sciencedirect.com/journal/biological-conservation/vol/136/issue/2	www.sciencedirect.com/journal/biological-conservation/vol/136/issue/2.html	(from https://www.sciencedirect.com/journal/biological-conservation/vol/136/issue/1)
15:23:09	191002/191002	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jun%202018%2009:53:08%20GMT	https://www.sciencedirect.com/journal/biological-conservation/vol/135/issue/2	www.sciencedirect.com/journal/biological-conservation/vol/135/issue/2.html	(from https://www.sciencedirect.com/journal/biological-conservation/vol/135/issue/3)
15:23:09	178222/178222	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jun%202018%2009:53:09%20GMT	https://www.sciencedirect.com/journal/biological-conservation/vol/134/issue/1	www.sciencedirect.com/journal/biological-conservation/vol/134/issue/1.html	(from https://www.sciencedirect.com/journal/biological-conservation/vol/134/issue/2)
15:23:10	206401/206401	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jun%202018%2009:53:10%20GMT	https://www.sciencedirect.com/journal/biological-conservation/vol/134/issue/3	www.sciencedirect.com/journal/biological-conservation/vol/134/issue/3.html	(from https://www.sciencedirect.com/journal/biological-conservation/vol/134/issue/2)
15:23:11	164956/164956	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jun%202018%2009:53:11%20GMT	https://www.sciencedirect.com/journal/biological-conservation/vol/131/issue/1	www.sciencedirect.com/journal/biological-conservation/vol/131/issue/1.html	(from https://www.sciencedirect.com/journal/biological-conservation/vol/131/issue/2)
15:23:12	146771/146771	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jun%202018%2009:53:12%20GMT	https://www.sciencedirect.com/journal/biological-conservation/vol/131/issue/3	www.sciencedirect.com/journal/biological-conservation/vol/131/issue/3.html	(from https://www.sciencedirect.com/journal/biological-conservation/vol/131/issue/2)
15:23:13	159468/159468	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jun%202018%2009:53:13%20GMT	https://www.sciencedirect.com/journal/biological-conservation/vol/127/issue/2	www.sciencedirect.com/journal/biological-conservation/vol/127/issue/2.html	(from https://www.sciencedirect.com/journal/biological-conservation/vol/127/issue/3)
